13184972948954650503,12885528533340723096,3095710301492681405,4866926998902827675,4571853485250486417,2772772212115927428,16225796211050258041,11271644655583252122,12416511354207805870,13028757167087011196,
7777307364158570385,13833275829726717013,17952567819299268197,16149439376267216969,12435269141894706773,2005906783949834518,12136423259853179863,10932582131876299350,17424672610087626296,13914675638151841732,
4511586536534066561,3652246394935277896,4434739091234551345,725019292971385374,1626468042084390643,11813000829529097181,9469952896531596506,13376162967197506261,6300426570902480176,13186238071624792563,
8991259561590565307,597511613729947775,12150961641211770780,10774055234858380142,15289687124862144541,18086230860476052688,188154262112146314,11402215065851525802,3331045536360347894,3784784914132818498,
805697905819749211,8148410555287431258,7665704883592611716,12890624091637638316,88708518836166779,3514630829324471262,5112057159409565083,3315676704825045238,10135300551780356638,1464665945309042649,
5604841981592606079,6039641060047317760,2893316010668485172,12347821602764827700,14330190872829288487,8616817080707583226,14430619395719696935,13991161686548075508,12395235132609211175,5560780468721764617,
14865672832199110141,12956813087574209600,5081821520712881415,2210499487261064991,9676094281421752189,3002608382669308328,9035092481930920240,12324159742574453023,17626143989765395282,6721499863353296898,
16802130584865504215,12257711077700447932,4467030778834682844,5376910663233037079,16886205607061093905,1641568339075942787,18075948444926063330,16514821342870225064,6520480533109330032,5733691070625036267,
18237383503445857250,974208968943064687,5039984272649060201,14369387266048095406,17415542999085459978,15787611425322084643,5550081870375490511,4288917638324937540,10145914934750147724,14473079789655469691,
6693053690954318071,14142046652253650327,12906909756359159254,15875272745330281689,13860042015441178680,10005792122489509404,3425258042156866125,14525900298904337267,3020354577252482444,5290666226388517459,
9127754807894101663,2502365647207136962,8871276979433891298,13762580173250043316,1519704364064273175,17868858001761069541,4489179834257689266,11732585841095583640,7962088522236813920,2734278318268882220,
18268302589834520173,9666979310696196454,14471664960761154070,14919587625260685657,9050104650888834698,9721886458560466838,11382825185147357037,3095386729487278483,15014781734642065965,3340368582568038518,
1678768628205802317,18109184225641043040,14924693539088178041,2412705592016374616,5554057320507416324,1632579226896094057,13884929288604371943,10212601818319188465,17755664766508042765,18001482002526270666,
10755866984875218359,726873232703882849,9730244158219280825,7895263883152694684,5996192997103070621,15625538593384117795,4235344515328593558,18163704031094812833,15644704126319607749,10152390790695749149,
10779728234191009749,3895635150920174089,10721567972302656795,11179428516553887975,1736896324762943516,12834087406667285975,16416665394778547907,7395940896504513647,7310838160866975777,17385431192976734973,
12185707556810195751,12650058329915117236,15868114833705608757,6520619741979333340,2692908574353069952,371508471477920883,86060173560583471,16106019098072907947,18069539182162854482,10471179280642316649,
10975249703012762017,2345569633392985350,7582453061228954898,10353323278491496418,12828967341609643714,3852404868199743121,9680346512758592381,949419050882655378,2139508680602432126,5895878302830495726,
189478153978957720,11053938523076284325,7192541966422304751,6570846649770494311,2347682573107272344,12973078951792938346,1252943315992190225,1771572634139198249,6348800074684794110,10379101734236242539,
15590322067666800756,9139041407438486148,9094960642245367277,11788471703538645824,12112565207690193846,16800105722251081369,3200901783571892061,9239087974919414601,8334459001770968051,11110469648369489901,
14435571506329314560,5701210270138479037,10529311956247633812,16178643973619910118,12341729938290550494,18147186746495891032,4455063184756617121,6894821127444548601,10959493283686597521,5095245120892694268,
938889598223618880,8436583414366752261,16555395372926713635,16877703412171906353,14635392057282126549,8090284782473433963,11724828845001708810,17101055182731211364,5992569555824973884,12209822669564425455,
9745594239396192149,13952495368853527079,12471023083595298541,15399692246882438432,812568564170495959,494585552797756354,15943016924689838546,4042323571253506815,11518082877950430078,4097687707584650781,
2838033003711218584,16742627277636058226,17476085484796074327,14813667582990395430,8414732156367418277,16304869741778097992,763394635402921961,10867028497741029030,12333451043061513621,7526398603950178005,
