7060479682458104334,10364505618875355800,5123090053940167234,13795595689857275214,4355593684684911604,6543306364970750766,11403083936411389886,11451556026475751625,11548119620166735606,17947387090842630424,
14689960524682154872,4351650788690229301,16637502530702570353,17087872065265192907,264826156196861177,9134755077419957249,1619349250658880929,11384879209115244961,13110330988534194643,8769660339362772346,
13659574072103861914,1075773578204788767,10686612007239667946,17460318431245252223,16803749489475867269,10932370236534526010,2429731135584054603,1571894850539866309,16034438379660061280,14444078671039128261,
15096586488441730024,6370273621096413606,4649339114038402052,14667810464451117769,2293708473168433360,8033343063840801751,14034308939523189432,1180992818311408063,12881528375120229135,1849944266880863493,
2209247345502317969,10943188582781280996,3290374186002633336,10223358317599743264,10716045168365917062,2959361975070648249,17096911592325058039,6703363685565123700,7533131133245629558,10562257873341684133,
10531102932513845110,2524708924731214431,5321952356835273195,3758709813332439550,4786527369871299949,3821686271579335637,14213692943237529590,14117704706646429172,7901073131022181901,9858677201486860823,
13600338628598096095,2803811114286587810,42495841550761996,3946283964684581346,7711432521299000270,14596470387980505952,1158316579189550542,3899493423317041824,11749741592457851056,16953872936532534765,
4752026853674295705,7846570822540999243,6250597880113579961,7281357918185030751,15849038198030285065,2183522059493074976,1697279736110593096,100181316033511692,5184888251152204579,5371638365753589295,
11091097704721441199,15937834304012893425,2965775680529565008,1137781373342001875,14351548628218370082,7496825661455188614,12140420529044647879,9678917374212653528,8565412468096438413,6946863726807834735,
5326586720688116924,15270890335074073254,11670917276312684889,14550568356081230432,16212818278092731411,10569301800094358291,5793727345657327147,17252231224470666465,8690687897314755451,6199672881994028850,
9678076645556074712,5096565308381202529,9416972463963846695,15085699175801430470,3299337871243023992,11312722941800822599,6289624536984754544,7869285298087652870,899719457090696244,17876834414063620191,
11630503333196076526,15128047721857691277,14179592531069100330,2455890483283193935,2411084739196489417,209095872085900820,9345500305527102376,14139893370035424193,15432889236278146730,12708490660724894168,
9284549384121386029,2577320473268579895,15330517820538975416,4746563795930426899,1793574009299844038,12519905479910456700,11225989156685404546,7751788411265942927,6805000812285636068,3163869246190881963,
10024258970036765241,6738396743681316628,5984227000317244931,8722927145486840193,7900745819315031543,10180885719815040157,12392198667458556801,3490983910839245816,577641318903617608,11295723666926052152,
14118583850303225647,14621087465189481672,11417443074932385490,16939936595651174145,3054566700525483894,14428118672700833086,3485634390449994589,4008447313952974810,14252067576907434841,2886743204460755450,
15616021626776801691,9860330957918592933,8993403622837358406,9066018271065610516,2076875146255021133,177768384523455982,5076284641078673694,11052823675027850403,15655769027397689488,11168556211727200982,
9224974433798008579,4540471292838790830,1069390481178195367,197336524872327019,15242583404640722091,252932860964742066,11418750287153140330,8054659222182865865,13244821878228843724,8759327178873284958,
13850119355883888040,739465252587535078,2437750131617201426,7255253604398914861,14709078948109698260,5272251889352646407,1451046425532807482,10767937835118786978,15911799011586784335,5754615983860442299,
3872729562424843961,297160838488455147,17478227698433768004,7187019470574027730,1223520527564108896,6355615285528676080,10730845279226453642,16399303167943495459,7682464956548949422,9336860295257282066,
5311289199705636720,13052653861155800805,12635491057329278913,1431825065968422147,2436882226234384891,11778702993811239364,11140557485337158513,11408468637935861871,16229665641648437608,5261150570894232731,
2694658702323128758,5437634454809881098,13147102692796961023,11305422873189263376,18052985550407879041,11939033380161853723,9179042734449924744,7255014003099239309,14406545726132412122,10980379254608331228,
17327710369785458101,8265357661580954382,10918929826818707648,6382346544483835263,1738141079839902666,16395097873988074848,17510611688640076406,7646376236589791675,12760334200361179015,14722928737803063823,
4794265279585334331,10049336291974595267,12793195124967252301,13305741509536003361,6590872911450833418,6001844078983690323,3697909738828285316,854810318870666891,5285439579953746262,1139727382348910971,
6147668562263627587,1070015744666914612,15142661268340990941,7121587563870606072,6191854634103065229,11637560586674527457,17818904325680854977,9580162947497623407,1424531048462374053,278644426264652531,
9350290396589468965,512851862037061596,6084606750712705283,2705473336388780192,1276030202086414967,14214110646378846036,5556761067884408122,6446946156127753663,4466437359874120591,12804277575445817707,
10966142371232655495,5791967630407858325,7415217730022081004,15894419365503009462,15953008669947068154,8586976130015549912,8808923563258593211,15204198178400956301,272759586453323824,12443349051433878284,
7384539872669933709,6747262191537239062,17100132681314996679,12227591760169124384,16416860005793953295,16146780309654606641,14164698812756225810,11638567613386038431,14005218252192212251,3514211480176261639,
10274811607786967149,4161278404350260808,14441388806633493787,13004725025664797246,16822362554510734124,15254943899651962238,16271781587740554237,11413173031564729061,5323789064388000124,17377613144979567672,
7662248136686546633,16096235184921474473,193368628040254399,6425179177405479746,16420902480811892944,3688964998088340296,9929639383385333443,12033235535725194734,6998656267478001318,1246048074219599790,
16879251497850145369,5803613870292915390,2597806923020930282,12966137023087597701,14048896353793421654,7902496843720759171,466329416147216853,12730449297845049629,12828738285705952851,17674975343648991903,
3868718153767522991,11041041873532905346,13181064280995311855,6914095204252858222,909966329210323586,17200755025487455162,358890928895679879,17890309787064745490,1247080300824666930,7658900431659135191,
12584615925725952483,667850643375341712,172742625664332304,6676335427038440776,18253194243461580873,1233557760940075800,11787035827629787551,2070884884588414363,11471918062892559417,12203640521229599596,
6988359163623609194,15929179113782073373,7880460587557471167,1670613656882629094,6391487996008142759,6029148270622714274,4088311212541868986,8938855922080565595,5885036334120237885,7797053818436474840,
5351207932221939165,11783940672241559110,5485656031690225383,9357248305703322559,9798713212660007710,1014722620928438161,11974250367535046952,17007687664386576912,14355931549449927328,13494905014893760744,
13546376693845314856,13049153022149698741,2249354062611097486,2898875678547598757,16933520289828608900,12670367940817666240,3362302034973729952,18235000884373145986,12872643945172688243,3477022256180575128,
10724682706154082008,16832946688858125898,1461928874912655404,1742226116985074869,10841838276725601372,16285330090501752040,13796121883040011291,10100787232898104351,18191676684946475054,11364093514217992599,
2805542878939730538,11824972535373440356,13057018835267625646,9646009447233092332,10145252617831801622,6457923306852739043,2149170616662896525,15946123440577755106,5932300768654270682,5509621828941350134,
3389295819325520052,829041682424680874,9407003678957410083,12109765562414164527,8720137761984177028,7007990003968490765,11084938991615845573,12000386822312296300,10902687885185833007,7479166135983217579,
12616282390475645785,14750155027509917026,10597539337082785088,2579794293218903776,13192159859620818599,1672308174074981508,14630590635592607760,2975444716857594824,1394238123241877837,13420992768537375708,
4684112134660060168,14185914657808354695,5759343430596184661,14475679161308380117,14854437470445477035,11782761533909563607,15703174027898153267,12385272545118533326,4419108039660780735,2611849327814946302,
7977801843228983165,14407210891214197945,11175019249942714305,16231128329900010345,6861358746054205852,15626849750279912722,15484730506499839580,11365241362324284772,5609555437472873988,18144896856113963332,
4505312068354031249,6675550993711387484,13203109166949281188,4485096894643222372,15570691667006837753,1458865668554944646,6429826523035486457,3172950437397695892,5865299773768853842,17945051500024716813,
5897146134641346353,10730668688405133310,12188147646665403694,140219410383278106,1888346789473501832,15604765351536890177,2495648435819322548,1948293136079223582,2172486198232413517,10109117916877098545,
12214481376472636815,6091454343542173912,9625594462937828119,12554745697920443293,13724758296290502934,10632536043875130565,10296499353044593426,15443057880372229009,15171173589168771040,16247709422276574813,
15034832688027632610,17943048789398279420,16111362617331318115,13558114731700134770,3640439804971570582,10558121514224418734,9942775811030656912,1031368375367242469,3933829097487569232,10763061537877578185,
14641725870769846621,10177993269134311742,15392779089246317282,10866891085551136410,6971760136443969410,11362896359428552504,14143484234934799762,18061904153998409977,5770950402970600702,5765289479225836143,
