17263352161151281401,1005327080027656108,5632193538777104560,10115514739457827342,12076117125594858639,2447971739735594097,8377114979962816744,9932891671963520182,640922269552499626,14547825241823850001,17502018802910894105,11114409517695936134,3707522606014950013,7075001654622489347,15425363487827023660,11927204829789544859,622453506945992298,9794460324897656483,945980592804839803,12167654693237749522,5742396287998867072,8471770921789792288,1509493899472074560,16169595979184842931,3676585809746365625,11473703290269897485,17911352939888540338,9221906140458530114,3822633168985438336,4611500348710811526,7292028980911179930,1894928115292557157,1806684848302447377,11967667966827491719,8820956032024931083,6956779820143892419,9950425188367285883,15108562839472161175,577344932895388384,8701537451750198449,12415940128220323160,6409481409656114023,12426683140826837333,8296518184243739616,9850208035276620621,6196913469027959565,4583080235904429832,3103188532215744138,8226538913810096722,8837520726843308785,805671648228689062,9375807744545271550,14850112833803854911,2043183271950993577,17296456093597514202,7582801669396814025,14362115579634259718,3004968291950188340,8749736075848124744,17135535678850310945,7077536744750031530,1175357778846302449,17838603073119309360,13368837223865032898,15405538176856332689,242461397387568397,5034716254665760475,5806225335316803972,12049137239371168373,12386846285839493062,1496829745266367440,105088801769454080,16859973807599327547,14341136383333998319,7225215800963233226,1024573404101431433,8569082677097261706,4369752915866808756,8117343923799955675,12187856085848132775,11323060729133536030,16712797558088439098,11556803773208659116,654098051147934459,11479036281862074045,11010803852655659506,7131438456455451245,13426129934248907589,12666052565292981326,8015445067003648000,7015842808870175114,4598885117426023314,3409762774592598227,13566434370774937330,10433864143369561838,5387734147903968719,7852360781430631161,14017184213641218429,11559958870472157938,16877619686189049266,1965429468002253212,10147281912136031118,11957486876405043855,13485451219916158144,7032367959533089154,16796271023104104683,14010030262599650860,11687734397835568214,16113779322422368308,13441195481216341685,11425904020240407876,12957178341865701878,11934005432421353338,11052411791589847363,1380634437567284467,14115214894111309823,8093139136478791310,15369752957451678477,10304368883272215432,11087874795342820977,15806466591430661653,16656492715038160248,9051526394436353451,10263951235215352460,14843149110223166565,8380443831766080952,9083946003743420912,8652015922926021879,
437117755650997568,17357066199744946465,9637185188665692976,15616539312543245113,879864426619966955,16716945345689194951,11735444928870061459,18339574030108678122,13703904661760967653,7510056648028867021,11382890705416805220,12668873002990533094,6038065944558624812,15768925957104745515,9690328678339460799,2026568695102890352,12637219794844736407,11269455173838445543,7110923673750557631,11616342362349585035,2630531584874315611,8212920499540538466,2949732098272826165,18056773588230616004,13100117751505198705,4024354001708651352,1821256666117666794,14870599407037916684,14999902906942424366,11315795582493994400,13816411247507183203,4889004429959406217,4412632864210193802,15364539902382269169,11727648295154613236,184964685589520531,1746760885446604573,3921132336678597172,15801241164770115424,11667405893910086229,18243845736952731343,16336277435958848141,10195079013831050572,16766821123561527098,11081993277269767770,2197651992268686584,4680967619626832844,7555786014495030294,5876336342120216145,5488267420524732428,1841242516281779863,6173602134033416254,5497269829606770159,6763592360171588149,6760585379004063858,9980143444320827140,14467850885935175536,1821388729755992695,11164528571719117548,3423847381095641639,5230365568107498683,7443742351142472588,11558801462814931426,10483077095933934411,4924786439690884434,10058082830179757576,4359341485908376177,4874425767313818998,4399217360857376891,8845727155823956036,15862129963402083457,5567378537312788035,17038952632545604720,11945939355987458721,3831641133254300103,16922387754783082767,8445512121610421751,14506785247527626024,913822780219492332,13714939164781499292,4697391385163258085,16119973607260967628,4474425647069905073,14751386051754992658,470077467746586863,6878589817570491569,2304077094824818125,8034337590298869493,7025996142319783434,18054141661261973758,11568735244471771349,18299072610157601653,11945121012977533366,2754561036353508002,14789426398550516349,4153676990741393097,711114275277875707,6821091678190546913,18219540001413822663,5300979026692518709,8666270222371075067,1712627765341000165,14064498030614514496,10673140573951675392,1113904546903653672,4313767270429367665,1522782516187219272,210374357506318351,7844061809514456429,4610575769088502261,8388951392914473078,453312053326554139,1648242502207676870,18372641655932575981,2779428502885116891,18364978736523592515,14322385904645514147,14626600693424483064,15480659518441550341,2830505945933725448,1214401909612183168,5205317106719416971,3736344771184219997,3980184713645521014,9934441303768577132,10394262896092050952,5811859606418197222,13856433539084141561,
246991657280063865,10435566203505974163,2407097635880191677,12781469533064783679,11457972144870798417,290051591366585182,9540525976413571769,16498246979755931461,13001367844687974734,17355196321239423263,5257129934181260202,5949014460544692133,9317125953327984347,16768733347525648037,1205974147681281089,11128022138910551347,10848091136870716981,17326415047864712825,14861313107353576046,16574668228293845759,10360214678527914790,12514110066229415549,5878254677452137561,6074459665189189925,17959506035389931367,3236420538199098486,412581530944929033,5714884246104024877,16750378584479054630,6401490826788253219,9725007909505893140,6181396337199894881,15321447900195854297,13629788101863921198,9049523257892737145,15462893583667520229,12071411888259201444,12085941484010649913,16263512202922579837,11199537659534058753,15580879326526913509,7953379503848088369,8151732693642448440,5735021583034289608,2050918091530096061,13156386443836510742,7987238721348186057,14903800640416724976,433204435223175432,1303181156985891208,2696658260340255076,13040362941494331843,8859685564759726865,13212847293384986504,12094074404799925867,13395227259843210501,7456026739557551773,12093549711629895256,12749744530836964585,15178433719168222506,1051890738373857061,4616587251521396525,7915195410750774780,9313731061512272481,90988066495288929,1446654655031334422,2982919062796739626,9716703590302637711,5056787552929300039,10781484345065000049,8740446277762725337,17537039234112889997,1746236726448904525,13484349166487408427,16694360926387697898,14980183565785168977,1487452652908359904,11112200678690941440,7000789298559069387,6893607432916421006,2569158207110012255,11455456606206941631,9923864217113819807,8457667181188160950,4429946099584372045,10490901370156151720,5043969627790582718,6370249486085962471,17115666605736312518,17444499106696906725,4883215037549619798,17248290744252663621,1576170018588041017,11715947921644397884,6193374526207897427,9264876871193081566,3075509630431326255,1224568677732892253,10020439372726389028,2113178938171765789,10557840903704613129,16015563883313419019,501554051747310804,9328734655101407344,6996548981591863838,10167462606022396176,1677057289359616613,8583993669673323814,15306879167453525899,11246279984037323784,9705359215538870981,18169385209309003575,6915025803358996308,17921311335688974344,15821117324252739782,14406988075628526060,9631819972212329609,12456668087579488232,9465662558073415793,12205812912631774075,982747715115743807,6207609075178805668,4732717672753422703,2733208579915054168,12173549336217716935,1923167145014022180,17074472452198894420,4057934526256066672,
5277374473960531147,18192546543514263957,1287545226171963921,11888335872214502985,11872427663898531155,3066512228318397209,12571584567601862981,11407716135934205967,6612850327330833040,4607409533596471566,16579682540080193689,7377173197584301390,11494285573053656334,11865136906528440382,12311560968620880055,13216068297442833004,15480859990193044240,6239693948484801877,7987965934870511292,6177079586093254467,17327714840839073122,17613027916425266331,3381283225166587899,11316638465393834902,4662448552004564259,12437282311316136642,6309519778502585147,13535658167496737734,6131699247639600585,11446179586849245669,10779856453968234439,10434115335797518272,12283949245251336546,16811725811961601459,6745896596532465183,10872992957281114752,1695379309250706303,5810872467108733923,14763712332169694483,13010221584590413962,6295139953734522418,1361433245938786507,12943281581965951005,14238406680064211337,9535426688447874443,14860829481972267794,13187176671626697707,7182954400023720019,8845622124028602248,13915133507664537726,31633638064457134,15669104335527216620,17607613408213830139,489144084963506108,3665555673654606148,14593727962699124544,2184807074508451494,12872405820684043263,13043910368023503003,16522215273642869168,325531838981081807,4355067005379615346,1985738356936286277,15691188091981745884,4312196437938085279,5907305148958369406,167223047994808369,9396080735044616576,12561820723090418641,14582249215425000661,18089832134041882983,8950781331129090441,17372707163096392116,760988209756519492,690022866814678713,8403851808281443054,17993932173620652861,16422869268781763400,4237404496378608847,14515851578154436602,7375486120865033459,11334886123264809784,15583835966853791903,3797342865208720581,16378300298202265519,17108325654306557976,10813102296771594683,5788378603440907375,10564618037707701322,8873999029001116498,17691354495051797277,30333333067812572,14038673885229704460,15291374714166955802,14521892826638509757,5209922765873094147,176542700875211963,15918570077112991384,1130928423035559422,5779754894732102505,175846623831483827,15284645880286037481,10804284540133626179,13085313507255910583,2604900196076042120,324143428369882729,1245372829189844553,10081645603655780689,3550047751856724727,15716430488249775899,13001333112128710973,12130741327206554641,7711658157425930793,11418749501911244861,5246123519514339071,1076787899430060416,2177105748073711309,7417525262529916811,2379302884692600505,4061820483599409307,6861939519046230857,11757417363334923873,4455397931216960711,6246089537579403130,11754819552840757416,6519000775523195988,1690424683894471949,9533101789479132336,
3421131951509785486,194362058042167403,1623457305086994004,12586618282305396030,4708851441792433199,9183540400727922404,13972568452623738902,1123310212433850631,10178891324075706685,13042464055609212632,9541458449354974888,14111559845218601943,15165291869895463124,8650431681330523433,18275785225843115117,6476476988431605822,5361711833452554870,18340823238060884479,14996046579709156876,9728669000191667297,9873705399210861521,142154331042073779,423191247011924210,15035238088860814386,12241780839165325292,10382467993941684326,5526494737006980958,12289628404702941725,12405903694067277149,1107314138715143049,5958593102916326694,8833884861611320110,8858659421212538009,3848864078606927789,4891465266162244539,14830752419001001306,4427479363769911695,4649661151981633191,16071673736979940137,12409039728013170008,8721435351647121965,11294332789635949299,8688304088169048063,4895993760762937749,4456181331177202006,7638433545982126460,7087424681377302408,5561767905666094657,13754113223556378208,18026928124903479728,1042022266449962457,10475537129719517910,12176210221755274502,15891810063385833109,10952675469700762919,1329452657467264814,16530169488401854430,16203350426411809549,8912977070552085462,17645865633649577971,11010335841366728173,14836132220276603707,11939095128268721994,16160609308714928401,13198899932651081710,6180423449028781077,13143742136268028516,815003236809235038,1086240226812163005,14740885067279125888,3211606178274079648,9506859891101530164,3812085263691031891,3064629291894719402,6976635586097254994,551513437591818672,11869201887936268634,16323538480310481007,16976583771611927278,5032446016781450512,5562118850064176052,16262719890795920974,9846418092031857821,15577920511688851555,6877083961300070980,11391264725072849549,13092764918791267936,13834517295214670177,18238212366867901655,10151947599641641400,2928652170657222491,7733874758435716887,14231074754573296587,2006511516538162919,8988935303225692825,13139240677383324507,9919149643387671670,11528398061590253331,12101464595169422549,12293336197930879601,8908040585733067929,5605795766207832015,18000075637281026178,11249073479009347198,17335475739965810084,8055877450882276407,4892771624746283599,14390724731394174121,9287190353630500983,459546743854693065,10734502076534603936,16733171939115429188,3810512845699104321,18226823824773774882,7677053498234164977,5713772078221423085,4287507001451989610,11638654192406873293,4615658869048882445,9183209582351966417,2709178515291206622,12928483217749057081,36295263575215818,51562036000835261,13968554890779276551,10853080813011852319,7898998015251171485,17741715747841030610,
14635554333596124916,3890455782259664855,3792943205941018800,1565121177463679717,10006234480541599138,6097971481105059865,9759612309465916726,5156558744447261189,15577861035518162643,6788942278702094046,16799728457208453102,2524371464342943938,12693349946602837662,17919652850124440377,3198319723391845393,13523776088626396217,13710311621433599978,11061899972153171939,18081993749404497964,11942441735361913881,4058922867232733157,7995301043804338209,14562423656621750257,10444884046075261199,15895010996004420531,4557217252889825206,4368537146411366862,17597683104821888344,8110545964229513174,6325307510426038272,9018309853320012068,13675472126007643623,774739140379616023,4223167312948817484,3211003473398287685,5699738610224954575,15766778876903986685,5105689901135643061,6701014707170923135,875700483870876384,17757106623218902133,91058854311766214,14167631014270327209,3637987268934037409,949238364706291412,5532452809084894293,12006851656294548385,8320004966965131966,9022519197542333188,17592285727728035731,7900672148284027313,11900861957794171567,17397352750972852664,8042232800204594451,10209734787840246381,849457850626816796,684540746501655881,5118333677738674548,1307148118745931296,1319629349256123901,11625544651552794873,6454160763262152899,15550871665167651790,2202083023138749521,12236843213442418840,2618514101318762156,2978060881459148827,8968393439348339328,424071273259973166,5209709883338819632,16057688215195734336,9016559617863822153,9927172441512405568,10709283258470134963,6515341382471287270,14385200503259615061,5412597279609428648,10579454393047870833,9643738477741587057,5551636780333108912,7997901888857036981,8447093266409041009,1839186756378656486,17326464883793598768,10897018394601550777,18131693979140307094,13858719945441358341,3939010198568854110,17052632951484256335,7756095920587054441,791224953411853188,5724200712183008295,17309902490774217991,2097546317124564606,13936448146793621625,209252300141883605,18295407134518998598,3291619687810669362,197860730600677294,9350659955153250050,1765846277215784352,16911015179199876548,2067710796338281148,13711498888156866589,1851028374301201444,17121445561106131082,5548415149177168123,7523146373691663644,3783882667553560704,6953566935477856895,10246189068388153957,7357757932982688907,12624822325342845271,16222152680581969927,10752984101286807131,17910801732499940950,14172406272634982102,2406367330320554118,2662097671877793834,7461004676573000377,17163823963953930157,14601079187093811370,17546412787672495975,7168787617758263664,2121304392029431967,4318657825093335299,15987571811326313557,16454633343980395961,
17114412283931654129,9966732668901372734,11898051632400338491,4601609190314279865,2927549611569636218,16298282494361597879,10109300582565008255,719537121380683644,12800785023453643222,4560979609728552502,17778902019295286714,5727584716381352662,9516494500712967398,9310563823666312994,13080143623729183132,2216210504873566526,654274617569922351,13746150715217514262,9609354993504707287,3933194828088319685,13655843389985793364,15551763896872352264,7103260373646746959,7341459680097486874,7495252382787798508,9472368992424547276,12800206814338344515,1271879261814879312,6703654959215485437,11611538177127126356,4078571479871072660,7885464474607720177,13108672244397296015,14495221032209957289,1902166417534697686,14866102124758527376,11120359919316798806,15143586531948402232,15667745058115417611,17447233203331834350,12291477931886549593,16598276133999806558,2290725945927438066,1851021916251308173,16070862063662840981,1292937408170967923,12885668679566401053,13845366845153217697,11098352275361813725,6950568841712324373,15270394955291190604,7675507964463693798,4978464238532211133,12123439662277704786,11681691602321219229,8690226361430875728,3443618366805384920,6102417794226983408,15622241790826537113,2537559308990461326,15961988611865540686,15882847983801187330,1365042365346646864,6260815556104392932,12328779249340844394,4273092854028080465,4680788693488020168,13291506040945877492,18381630278422914088,4138469566597952531,9591597876920421988,4577415531746873130,9676542388109461438,17624805462074456926,759298238861425571,15048709357151520687,15236807194619650004,12181044842785069398,9963263198046234454,9524138064946350970,3583170853891313723,6867326879932296847,12880253695117150596,3595568290220450998,2436258247440199282,18343529780767926368,12150558934987876130,16221758958463117639,18012689543323945201,4258834151497215134,3298589465513596632,15770661552114160656,5395076130761023207,12621102014374148477,6401095603409057271,6590161226094348409,2505927900662229334,10213601493570753280,14514688501396083648,14714098428766145061,4586111475757756747,4240831371237422886,6946345206817569649,2829241391683449919,7167755189039783225,242790263343584252,14408476861918846627,4350496249289540982,3494174908918050203,15394078410837760541,6305323035383358303,7010327622364209616,5911564816974603099,11371217974758357595,4401512265091612579,4796314488038786611,7343100367767199811,17076005941259446553,7661276263206348882,18403309319982547569,18000689884807842669,1043695787365898701,9289303798035230192,16072760443895201236,17907087492519897125,1629635298268283078,15454808109203817880,10763605573207738456,
3254953442928999517,5890488876060790223,15889876575695789800,6158785035247368459,18085613412983600488,13769696478785506854,2179140177550734325,4030822529616973775,1387015113717175951,3800764295517262816,18182103361368730019,14008560943479922118,8961608380943369064,14351137192877090034,5124938426011560715,5389446366267458262,14734744779759662688,9589604638929530515,2152929900563061409,12340508274764422587,2135578185378161861,3200419792654185692,9706768815933554549,14791721506919607715,11908010924142421583,9329591990699184299,14206859727009347127,14656999851060163607,8586739985187815380,15333633613818607188,1795399997373336144,18183563761622180390,18198057045382601361,3434051420593407135,12054470200750947307,4749024488021545153,15698626665209886315,18357189846087647128,5277004250009051566,10602413915261278095,5874607185824470730,7878184301345364307,14587290520409894909,13843338301294183477,4770835569187564971,11551390319603471700,2021047905757015779,201114192830054004,14510850418422935726,14488393763547455666,1786406031140877899,15284653628781463057,8915516380747354437,16829242292343396977,12078124786187263318,4851286910871501452,234859575868473366,3582179866351940971,17558546182561434073,3842462231863951055,6056517610406320448,18153856253783455435,6726326162972108949,16862375883783532601,16558136606741948910,3191168752046053661,7313560002984433845,4559068632972887076,10831704718813922482,15474251952445045010,16143249870473947611,4500101369512326844,13013393651004166379,13958685814324210957,14943813297871441520,9303881130148488250,18304874538536374882,14315113487501887639,15684505797246822450,8681594625181213733,11956352585505864811,10035898317296894528,5124629430594708395,5239389786084166595,12488253686677523792,2527923011768907991,3711117564465257563,16799015676658804263,13730302236013181804,6087743361666080149,15900780295805075433,1009106322631197781,12680898969331676726,259985002838901693,16622904875689519451,10660912871884817618,568615635010465049,17465519774872387500,4051564502234061872,16628853609620170334,16525826685367316748,4862157430169556827,12210126277032849039,10194564928563675068,16361859297527709644,15084438503377838914,12439519439175298512,8126231472040760747,12398373077241883274,16469558016493284925,163724106619771756,14092650514886231374,7954015510824668055,8570695563818205487,13183169920016936040,1540760382176211467,2962166319549332698,12528495995851043511,4471792664851784834,12655410752223912955,10495357317335150404,12486351603511786015,6026130580364639344,12095355802210372993,11878884936135079155,5801592255682140896,16687194759317782576,7545654663562277021,
4972586581477527318,18100956424214855206,1035039529179865765,18145298308723268206,11750318368428911508,10020039924507495602,9193862861943769864,1929903742439787345,16755349528787810019,10375463214357006030,12643073721342070529,15682383909757778267,15030898548368332917,4225157353559878840,15184672235327042655,9386159769766093484,10239228146118111061,3452288296965417703,16196075713926327640,17994688520361234101,9780945480448366009,10697581050289202096,239747939307592572,13006296874911704120,3494657237827127406,8364470834290476470,16085748231743693212,8161616923924699978,4573194204162718315,3306164622119471829,18281807379831929372,8086307580722886031,12695425688434486033,13475615960953658377,5409614621826571634,6393918609554955002,4699932601351398454,298399751986702862,6556916471831868560,6064847577712267060,8494679191759088387,16126351867204022144,5931307052683010730,18122154218337139305,11785058026661915827,12076986753985159031,11179329732370319364,5806486296849660024,5207217302833791053,1668683449898915320,8264850165472792388,1090432597854980474,11647821074296236676,5432407237263052181,10530277234920041302,763690765013430435,17589549207303639611,10704784268275228613,4714448785279551479,6086421343293216730,17858089492759270366,13264839638478555900,15862424513766020990,4260178122717336918,14944297946196472997,13243276876321384365,15382878366279014772,15197262113194768908,2835428688763174831,7966261965091150283,5122603966172587694,6974766949826785440,2487165472341422897,7075677464397937092,2499166709372500023,13236190086084080761,9746331719105139000,10649844507972360732,10057262540443958777,7586973149096672848,3938794554172325097,8511531889605758222,17976984539022788845,11679545012149006869,10146937188145717598,11912647754509641323,12483215222861309716,3879369614638708117,4528863296967777371,10397969588687090263,4031617910553223601,16176194837152714734,17068282320054910485,8169395790065591820,2128881766532877403,2649611080273951261,5436932013502328961,16300442610380639300,1804248872352385783,2555103723884249589,958393272883369463,7543855665516567248,7292550813244895731,12118004930339305204,16592226341900664100,9361032763706103619,4908279793143568015,10720795836963898982,13453848786117612154,10337492874360837012,9544020533807884183,9436807669933992403,13305398892940013674,7743077792753980731,14197705059897471469,1590202181087856195,15978774640550014988,11221889214493945191,9863569513594185227,6005178351046535216,4095312082510562783,827136599163901176,14520784396393223810,2102711129104386514,17077548206408325834,15453359680438531019,11914136276653376690,14688993890358640980,
14458208368898085,12661030466492468555,17127952753177297972,5855703898025305981,14926518745731532179,7281366177447517294,17160652634106198656,16159170474575421000,15388507430413974162,16463262280270138797,14024159621398578754,11969753890847153934,14683360825370543213,15276705867177728436,6645324076385133827,4697144922336017293,10060201379892684595,5838182680358394258,7305377206126248,1584051464536035865,13234476595980043704,18276297917591807450,2176780918449857734,1611134333959048572,2781688267132502993,16972894391793179530,18219682176025727705,17067704078943729547,5969101749546616275,13225471449744847236,10863290749553508929,2936445154800297019,18216209878474823808,33045379060158855,14607632417225304904,13898618425697788051,17680182046162634471,7541345792610663895,6836701439755271679,17551219841685313245,9566004813701297412,2468011859888392971,5890140008885469393,15707637933807528364,7602667302876570350,14199101684876619845,3397342834943859019,13177733783180477889,15023694491388298190,3494734788368204817,2882611541542712988,10040195892087077287,2368026249639731214,5495785558354500704,13125871004532893155,18308480152323501040,16361086626921672110,10686247985290698902,9484842847039124109,2101263388027181393,15052267363009028268,2703679749284870765,10905420741498831790,15468931174819648066,9918938159698728702,18176415481763968035,14276068757096558286,5457265136475697606,5014430338556205563,3311091289951969942,9548948525664572993,9708011595397424212,13539050527115403793,14686945147118242638,14957423572160174265,5165605252841683940,5749288958276685799,5488372348722576540,10431100825480495203,8809973024140964857,17669124121482311222,4751418072997171767,12289785334577511506,4242892872206972453,12162759029125453959,592050556246958466,7540266665021386189,15166474099870566587,2995647382072845298,18076493170344607198,8879862141286395797,11654844968140612623,8685877640732025404,9142581772144169489,15414805417958723820,2076887493088025797,5757199296006813169,9907829457639193177,11112751611125343666,13635159305545924749,12521758295452830581,10844110526315121397,8421954249526509133,2902165865561656884,16585921866044549996,12507214051655001240,12127394808494587151,15459503339336390501,1347889168292471098,6236432091328670992,1401960155356477876,7948865580178992654,4865683148588752693,7465924487563441364,7824345242358354462,5101003301894786824,18127041021232951792,17733359667560212487,5559810307283780410,5745443537480202278,11641536761186966249,4042672486890395823,833272707429602751,7246909154900301367,2534049947228092722,17019840960838724807,15136476903655272103,16974237551557388496,
